"<ID|readonly|
noverify>";"<English>";
"f_47n_25_re_china_shop";"☀F-47N-25 Thunderbolt";;
"f_47n_25_re_china_0";"☀Republic F-47N Thunderbolt | Block 25";;
"f_47n_25_re_china_1";"☀F-47N-25 Thunderbolt";;
"f_47n_25_re_china_2";"☀F-47N-25";;

"pb4y-2_china_shop";"☀PB4Y-2 Privateer";;
"pb4y-2_china_0";"☀Consolidated PB4Y-2 Privateer";;
"pb4y-2_china_1";"☀PB4Y-2 Privateer";;
"pb4y-2_china_2";"☀PB4Y-2";;

"mig-9_china_shop";"␗MiG-9 Fargo";;
"mig-9_china_0";"␗Mikoyan-Gurevich MiG-9 Fargo";;
"mig-9_china_1";"␗MiG-9 Fargo";;
"mig-9_china_2";"␗MiG-9";;

"mig-9_late_china_shop";"␗MiG-9 Fargo (1948)";;
"mig-9_late_china_0";"␗Mikoyan-Gurevich MiG-9 Fargo (1948)";;
"mig-9_late_china_1";"␗MiG-9 Fargo (1948)";;
"mig-9_late_china_2";"␗MiG-9 (1948)";;

"f-84g_china_shop";"☀F-84G-21 Thunderjet";;
"f-84g_china_0";"☀Republic F-84G Thunderjet | Block 21";;
"f-84g_china_1";"☀F-84G-21 Thunderjet";;
"f-84g_china_2";"☀F-84G-21";;

"f-84g-31-re_china_shop";"☀F-84G-31 Thunderjet";;
"f-84g-31-re_china_0";"☀Republic F-84G Thunderjet | Block 31";;
"f-84g-31-re_china_1";"☀F-84G-31 Thunderjet";;
"f-84g-31-re_china_2";"☀F-84G-31";;

"mig-15bis_nr23_china_shop";"␗J-2 Fagot-B";;
"mig-15bis_nr23_china_0";"␗Shenyang Aircraft Corp.  J-2 Fagot-B";;
"mig-15bis_nr23_china_1";"␗J-2 Fagot-B";;
"mig-15bis_nr23_china_2";"␗J-2";;

"il_28_china_shop";"␗H-5 Beagle";;
"il_28_china_0";"␗Harbin Aircraft Manufacturing Corp.  H-5 Beagle";;
"il_28_china_1";"␗H-5 Beagle";;
"il_28_china_2";"␗H-5";;

"mig-17_china_shop";"␗J-4 Fresco-C";;
"mig-17_china_0";"␗Shenyang Aircraft Corp.  J-4 Fresco-C";;
"mig-17_china_1";"␗J-4 Fresco-C";;
"mig-17_china_2";"␗J-4";;

"mig-17_f5_shop";"␗F-5 Fresco-C";;
"mig-17_f5_0";"␗Shenyang Aircraft Corp.  F-5 Fresco-C";;
"mig-17_f5_1";"␗F-5 Fresco-C";;
"mig-17_f5_2";"␗F-5";;

"f-86f-30_china_shop";"☀F-86F-30";;
"f-86f-30_china_0";"☀North American F-86F Sabre | Block 30";;
"f-86f-30_china_1";"☀F-86F-30";;
"f-86f-30_china_2";"☀F-86F-30";;

"f-86f-40_china_shop";"☀F-86F-40";;
"f-86f-40_china_0";"☀North American F-86F Sabre | Block 40";;
"f-86f-40_china_1";"☀F-86F-40";;
"f-86f-40_china_2";"☀F-86F-40";;

"mig-19j_6a_shop";"␗J-6A Farmer-C";;
"mig-19j_6a_0";"␗Shenyang Aircraft Corp.  J-6A Farmer-C";;
"mig-19j_6a_1";"␗J-6A Farmer-C";;
"mig-19j_6a_2";"␗J-6A";;

"j_7_mk2_shop";"␗J-7II Fishcan";;
"j_7_mk2_0";"␗Chengdu Aircraft Corp.  J-7II Fishcan";;
"j_7_mk2_1";"␗J-7II Fishcan";;
"j_7_mk2_2";"␗J-7II";;

"f-100a_china_shop";"☀F-100A Super Sabre";;
"f-100a_china_0";"☀North American F-100A Super Sabre";;
"f-100a_china_1";"☀F-100A Super Sabre";;
"f-100a_china_2";"☀F-100A";;

"f_100f_china_shop";"☀F-100F Super Sabre";;
"f_100f_china_0";"☀North American F-100F Super Sabre";;
"f_100f_china_1";"☀F-100F Super Sabre";;
"f_100f_china_2";"☀F-100F";;

"q_5_early_shop";"Q-5 Fantan (1969)";;
"q_5_early_0";"Nanchang Aircraft Manufacturing Corp.  Q-5 Fantan (1969)";;
"q_5_early_1";"Q-5 Fantan (1969)";;
"q_5_early_2";"Q-5 (1969)";;

"q_5a_shop";"Q-5A/B Fantan";;
"q_5a_0";"Nanchang Aircraft Manufacturing Corp.  Q-5A/B Fantan";;
"q_5a_1";"Q-5A/B Fantan";;
"q_5a_2";"Q-5A/B";;

"q_5l_shop";"Q-5L Fantan";;
"q_5l_0";"Nanchang Aircraft Manufacturing Corp.  Q-5L Fantan";;
"q_5l_1";"Q-5L Fantan";;
"q_5l_2";"Q-5L";;

"f-104a_china_shop";"☀F-104A Starfighter ";;
"f-104a_china_0";"☀Lockheed F-104A Starfighter";;
"f-104a_china_1";"☀F-104A Starfighter";;
"f-104a_china_2";"☀F-104A";;

"f-104g_china_shop";"☀F-104G Starfighter";;
"f-104g_china_0";"☀Lockheed F-104G Starfighter";;
"f-104g_china_1";"☀F-104G Starfighter";;
"f-104g_china_2";"☀F-104G";;

"j_7e_shop";"␗J-7E Fishcan-D";;
"j_7e_0";"␗Chengdu Aircraft Corp.  J-7E Fishcan-D";;
"j_7e_1";"␗J-7E Fishcan-D";;
"j_7e_2";"␗J-7E";;

"a_5c_shop";"☪A-5C Fantan";;
"a_5c_0";"☪Nanchang Aircraft Manufacturing Corp.  A-5C Fantan";;
"a_5c_1";"☪A-5C Fantan";;
"a_5c_2";"☪A-5C";;

"j_7d_shop";"␗J-7D Fishcan-E";;
"j_7d_0";"␗Chengdu Aircraft Corp.  J-7D Fischan-E";;
"j_7d_1";"␗J-7D Fishcan-E";;
"j_7d_2";"␗J-7D";;

"j_8b_shop";"J-8B Finback";"J-8B";;
"j_8b_0";"Shenyang Aircraft Corp.  J-8B Finback";;
"j_8b_1";"J-8B Finback";;
"j_8b_2";"J-8B";;

"f-5a_china_shop";"☀F-5A Freedom Fighter";;
"f-5a_china_0";"☀Northrop F-5A Freedom Fighter";;
"f-5a_china_1";"☀F-5A Freedom Fighter";;
"f-5a_china_2";"☀F-5A";;

"f-5e_aidc_shop";"☀F-5E Tiger II";;
"f-5e_aidc_0";"☀Aerospace Industrial Development Corp.  F-5E Tiger II";;
"f-5e_aidc_1";"☀F-5E Tiger II";;
"f-5e_aidc_2";"☀F-5E";;

"j_8f_shop";"J-8F Finback";;
"j_8f_0";"Shenyang Aircraft Corp.  J-8F Finback";;
"j_8f_1";"J-8F Finback";;
"j_8f_2";"J-8F";;

"j_8f_missile_test_shop";"J-8F Finback";;
"j_8f_missile_test_0";"Shenyang Aircraft Corp.  J-8F Finback";;
"j_8f_missile_test_1";"J-8F Finback";;
"j_8f_missile_test_2";"J-8F";;

"jh_7a_shop";"JH-7A Flounder";;
"jh_7a_0";"Xi'an Aircraft Industrial Corp.  JH-7A Flounder";;
"jh_7a_1";"JH-7A Flounder";;
"jh_7a_2";"JH-7A";;

"jf_17_shop";"JF-17A-1 Thunder";;
"jf_17_0";"Chengdu Aircraft Corp./Pakistan Aeronautical Complex  JF-17A Thunder | Block 1";;
"jf_17_1";"JF-17A-1 Thunder";;
"jf_17_2";"JF-17A-1";;

"f_16a_block_20_mlu_shop";"☀F-16A-20MLU Fighting Falcon";;
"f_16a_block_20_mlu_0";"☀General Dynamics F-16A Fighting Falcon | Block 20, Mid-Life Update";;
"f_16a_block_20_mlu_1";"☀F-16A-20MLU Fighting Falcon";;
"f_16a_block_20_mlu_2";"☀F-16A-20MLU";;

"mirage_2000_5ei_shop";"☀Mirage 2000-5Ei";;
"mirage_2000_5ei_0";"☀Dassault Mirage 2000-5Ei";;
"mirage_2000_5ei_1";"☀Mirage 2000-5Ei";;
"mirage_2000_5ei_2";"☀Mirage 2000";;

"j_10a_shop";"J-10A Firebird (1998)";;
"j_10a_0";"Chengdu Aircraft Corp.  J-10A Firebird (1998)";;
"j_10a_1";"J-10A Firebird";;
"j_10a_2";"J-10A";;

"j_11_shop";"␗J-11 Flanker-B+";;
"j_11_0";"␗Shenyang Aircraft Corp.  J-11 Flanker-B+";;
"j_11_1";"␗J-11 Flanker-B+";;
"j_11_2";"␗J-11";;

"j_11a_shop";"␗J-11A Flanker-B+";;
"j_11a_0";"␗Shenyang Aircraft Corp.  J-11A Flanker-B+";;
"j_11a_1";"␗J-11A Flanker-B+";;
"j_11a_2";"␗J-11A";;

"j_11b_shop";"␗J-11B Flanker-L";;
"j_11b_0";"␗Shenyang Aircraft Corp.  J-11B Flanker-L";;
"j_11b_2";"␗J-11B";;

"shop/group/j_11_group";"␗J-11 Flanker-B+";;
"shop/group/p_40_china_group";"☀P-40 Warhawk/P-43 Lancer";;
"shop/group/p_47_china_group";"☀P-47D Thunderbolt";;
"shop/group/p_51_china_group";"☀P-51 Mustang";;
"shop/group/f_86_china_group";"☀F-86F Sabre";;
"shop/group/mig-9_china_group";"␗MiG-9 Fargo";;
"shop/group/mig-15_china_group";"␗J-2 Fagot/J-4 Fresco";;
"shop/group/mig-19_china_group";"␗J-6 Farmer/J-7 Fishcan";;
"shop/group/f_5a_china_group";"☀F-5 Freedom Fighter";;

